 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
 5918,  11348.7,       182,       0,           0.712,    720.1,         34.1
 5919,  11349.2,       181,       0,            0.62,    720.3,         33.9
 5920,  11349.7,       182,       0,           0.556,    720.4,           34
 5921,  11350.3,       182,       0,            0.49,    720.6,         34.2
 5922,    11351,       182,       0,            0.58,    720.8,         34.1
 5923,  11352.3,       182,       0,           0.722,    721.3,           34
 5924,  11352.5,       182,       0,            0.65,    721.4,         34.1
 5925,  11352.7,       182,       0,           0.594,    721.5,         34.1
 5926,  11353.3,       182,      36,             0.6,    721.7,           35
 5927,  11353.6,       183,      36,           0.516,    721.8,         34.7
 5928,    11354,       183,      36,           0.344,    721.9,         34.9
 5929,  11354.6,       183,      36,           0.414,    722.1,         35.1
 5930,  11355.4,       183,     104,           0.534,    722.4,         34.9
 5931,  11356.4,       183,     104,           0.618,    722.7,           34
 5932,  11357.5,       183,     104,            0.78,    723.1,         33.7
 5933,  11358.4,       183,     104,           0.876,    723.4,           34
 5934,  11359.3,       183,     104,            0.94,    723.8,         34.1
 5935,  11359.5,       182,     104,           0.834,    723.8,         34.2
 5936,    11360,       182,     104,            0.73,      724,         34.3
 5937,  11360.6,       183,     104,           0.606,    724.2,         33.6
 5938,  11361.1,       183,     106,           0.536,    724.3,         33.3
 5939,  11361.9,       183,     106,           0.524,    724.6,         33.3
 5940,  11362.9,       183,     106,           0.668,    724.9,         31.4
 5941,  11363.9,       183,     106,           0.768,    725.3,         32.3
 5942,  11364.8,       183,     106,           0.858,    725.6,         32.2
 5943,  11365.3,       183,     106,           0.842,    725.8,         32.8
 5944,  11366.1,       183,       0,           0.838,      726,         31.8
 5945,  11367.5,       182,       0,           0.926,    726.4,         32.3
 5946,    11369,       183,       0,           1.014,    726.9,         31.2
 5947,  11369.8,       183,       0,           0.984,    727.1,         30.7
 5948,  11370.9,       183,       0,           1.124,    727.5,         30.1
 5949,  11371.4,       183,       0,           1.074,    727.7,         30.3
 5950,  11372.6,       183,       0,           1.012,      728,         29.9
 5951,  11373.7,       184,       0,           0.954,    728.4,         28.3
 5952,  11374.8,       184,       0,           1.004,    728.7,         27.9
 5953,  11375.9,       183,       0,           1.004,      729,         27.4
 5954,    11377,       183,       0,           1.106,    729.3,           27
 5955,  11378.5,       183,       0,           1.192,    729.7,         26.9
 5956,  11381.3,       183,       0,           1.516,    730.4,         27.3
 5957,  11383.1,       183,       0,           1.666,    730.9,         27.6
 5958,  11384.8,       183,       0,            1.78,    731.4,         27.2
 5959,  11386.9,       183,       0,           1.992,      732,           28
 5960,  11386.9,       183,       0,            1.68,      732,         27.6
 5961,  11387.8,       182,       0,           1.304,    732.3,         27.2
 5962,  11389.9,       182,       0,           1.358,    732.8,         26.7
 5963,  11390.9,       182,       0,           1.222,    733.1,         26.3
 5964,  11392.2,       182,       0,           1.044,    733.4,         26.3
 5965,    11393,       182,       0,           1.216,    733.6,         25.9
 5966,  11393.8,       182,       0,           1.194,    733.8,         30.1
 5967,  11394.2,       182,       0,           0.856,    733.9,         31.1
 5968,  11395.1,       182,       0,           0.832,    734.1,         29.6
 5969,  11395.5,       182,       0,           0.674,    734.2,           29
 5970,  11396.4,       182,       0,           0.686,    734.5,         27.8
 5971,  11397.7,       182,       0,            0.79,    734.8,         26.8
 5972,  11399.8,       182,       0,           1.122,    735.9,         26.9
 5973,  11400.2,       182,       0,           1.022,      736,         26.2
 5974,  11401.1,       182,       0,           1.108,    736.1,         25.2
 5975,  11402.1,       182,       0,            1.14,    736.3,         24.2
 5976,  11403.3,       182,       0,           1.116,    736.5,         17.8
 5977,  11404.6,       182,       0,            0.96,    736.7,           18
 5978,  11405.8,       182,       0,           1.114,    736.9,         18.4
 5979,  11407.2,       182,       0,           1.222,    737.2,         17.9
 5980,  11408.5,       182,       0,           1.272,    737.4,           18
 5981,  11409.3,       182,       0,           1.204,    737.6,         18.6
 5982,  11410.3,       182,       0,           1.146,    737.8,         18.5
 5983,  11411.9,       182,       0,           1.228,    738.1,         17.8
 5984,  11413.3,       182,       0,            1.23,    738.3,         18.3
 5985,  11414.8,       182,       0,           1.264,    738.6,           18
 5986,  11416.6,       182,       0,           1.446,    738.9,         19.2
 5987,  11418.4,       182,       0,           1.616,    739.2,         19.4
 5988,    11420,       182,       0,           1.606,    739.5,         19.6
 5989,  11420.9,       182,       0,           1.512,    739.7,         19.8
 5990,  11422.9,       182,       0,            1.61,    740.2,         21.3
 5991,  11424.7,       182,       0,           1.622,    740.5,         21.2
 5992,  11426.5,       182,       0,           1.626,    740.9,         21.5
 5993,  11427.7,       182,       0,           1.548,    741.1,         19.6
 5994,  11429.2,       182,       0,           1.662,    741.5,         19.9
 5995,  11430.3,       182,       0,           1.496,    741.7,         21.5
 5996,  11431.1,       182,       0,           1.288,    741.9,           21
 5997,    11432,       182,       0,             1.1,      742,         21.8
 5998,  11432.9,       182,     108,           1.042,    742.2,         22.7
 5999,  11433.2,       182,     108,           0.804,    742.3,         22.5
 6000,  11433.5,       182,     108,           0.636,    742.4,         21.4
 6001,  11434.3,       182,     108,           0.646,    742.6,         22.4
 6002,  11436.1,       182,     108,            0.81,    742.9,         22.9
 6003,  11436.6,       182,     108,           0.744,    743.1,         21.9
 6004,  11437.4,       182,     108,           0.832,    743.3,         22.8
 6005,  11437.9,       182,       0,           0.874,    743.4,         22.8
 6006,    11439,       182,       0,            0.94,    743.6,         22.4
 6007,    11440,       182,       0,           0.774,    743.8,         22.1
 6008,  11440.2,       182,       0,           0.706,    743.9,         21.3
 6009,  11440.4,       182,       0,           0.604,      744,         21.7
 6010,  11440.9,       182,       0,           0.596,    744.1,         22.1
 6011,  11442.6,       182,       0,           0.702,    744.4,         21.6
 6012,  11445.2,       182,       0,            1.04,      745,           21
 6013,  11446.9,       181,       0,           1.358,    745.3,         20.6
 6014,  11448.4,       181,       0,           1.608,    745.7,         22.1
 6015,  11449.9,       181,       0,           1.802,      746,         21.3
 6016,  11451.6,       181,       0,             1.8,    746.3,         22.4
 6017,    11453,       181,       0,            1.56,    746.7,           22
 6018,  11454.8,       181,       0,            1.58,    747.1,         21.6
 6019,    11456,       181,       0,            1.51,    747.3,         22.4
 6020,  11456.7,       181,       0,            1.37,    747.5,         23.9
 6021,  11457.8,       181,     118,           1.256,    747.7,         23.1
 6022,  11458.6,       181,     118,           1.128,    747.9,         23.6
 6023,  11459.7,       181,     118,           0.976,    748.2,         23.8
 6024,  11461.1,       181,     124,           1.018,    748.5,         24.9
 6025,  11462.4,       181,     124,            1.14,    748.9,         24.9
 6026,  11463.8,       181,     124,           1.184,    749.2,         25.6
 6027,  11464.6,       181,     124,           1.194,    749.4,         25.7
 6028,  11465.3,       181,     124,           1.122,    749.6,           25
 6029,  11466.4,       181,     124,           1.074,    749.9,         25.5
 6030,  11467.2,       181,     124,           0.946,    750.1,         24.4
 6031,  11468.4,       181,     124,           0.926,    750.4,         25.1
 6032,  11469.5,       180,     124,           0.988,    750.7,         24.9
 6033,  11470.1,       180,     124,           0.958,    750.8,         24.7
 6034,    11471,       181,     124,            0.92,      751,         24.7
 6035,    11472,       181,     124,           0.976,    751.3,         24.7
 6036,  11473.1,       181,     124,           0.938,    751.5,         24.9
 6037,  11474.1,       181,     124,           0.924,    751.8,         24.4
 6038,    11475,       181,     124,           0.982,      752,         24.9
 6039,  11475.5,       181,     124,           0.886,    752.1,         25.1
 6040,  11476.6,       181,     124,           0.906,    752.4,           25
 6041,  11478.1,       181,     124,               1,    752.8,         24.8
 6042,  11479.3,       181,     124,           1.024,    753.1,           25
 6043,  11480.6,       181,       0,           1.106,    753.4,         25.7
